Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
41,0,Non-Travel,1218,Research & Development,1,3,Life Sciences,4,Male,71,3,4,Manager,3,Married,15970,7997,2,Yes,21,4,2,0,15,2,3,5,3,1,4
54,0,Travel_Rarely,1081,Research & Development,20,3,Medical,3,Female,96,4,3,Healthcare Representative,4,Single,12151,24009,3,Yes,12,3,4,3,15,3,3,15,13,7,6
23,1,Travel_Rarely,230,Sales,12,4,Marketing,2,Male,54,3,1,Sales Representative,4,Single,5399,10704,0,No,11,3,3,1,2,3,3,1,1,0,0
29,1,Travel_Rarely,554,Research & Development,29,4,Other,3,Male,89,4,2,Manufacturing Director,3,Single,8533,21692,2,Yes,14,3,4,3,10,0,1,4,0,2,4
21,0,Travel_Rarely,885,Research & Development,23,3,Technical Degree,3,Male,69,1,2,Laboratory Technician,4,Single,8088,2599,6,No,24,4,4,2,4,2,2,2,1,2,2
41,0,Travel_Rarely,743,Research & Development,4,3,Medical,3,Male,71,3,2,Laboratory Technician,4,Married,8490,7605,2,No,23,4,3,3,8,2,3,5,0,0,1
20,0,Travel_Rarely,776,Human Resources,8,1,Life Sciences,2,Female,85,4,4,Manager,3,Married,14968,15292,6,No,22,4,4,1,8,2,3,2,0,2,1
34,1,Travel_Rarely,546,Sales,22,1,Medical,3,Male,51,4,1,Sales Representative,1,Married,5404,13233,7,Yes,14,3,3,0,3,2,3,3,1,1,1
45,0,Travel_Rarely,585,Research & Development,15,2,Technical Degree,1,Female,47,2,4,Research Director,3,Married,15783,14891,7,No,22,4,3,2,14,3,3,11,2,8,5
21,0,Travel_Rarely,1030,Research & Development,23,3,Other,1,Female,74,4,2,Healthcare Representative,3,Divorced,8797,6656,7,No,21,4,4,1,4,3,1,1,1,1,0
51,0,Travel_Rarely,312,Research & Development,4,1,Technical Degree,1,Male,96,2,4,Research Director,1,Divorced,14975,5544,2,No,14,3,2,0,12,3,3,4,0,3,1
35,0,Travel_Rarely,129,Sales,12,2,Medical,4,Male,52,3,1,Sales Representative,4,Married,5405,19924,4,No,25,4,2,0,5,2,3,5,0,5,3
20,0,Travel_Rarely,813,Sales,23,3,Medical,1,Male,41,4,2,Sales Executive,3,Divorced,8418,2078,0,No,24,4,3,1,4,3,2,3,3,1,3
45,1,Travel_Rarely,1439,Research & Development,28,4,Medical,1,Female,63,3,4,Manager,1,Married,15520,4700,5,No,24,4,2,0,11,2,3,8,2,3,1
47,0,Travel_Rarely,973,Research & Development,21,4,Technical Degree,3,Male,32,1,5,Research Director,1,Married,18438,10319,0,No,18,3,4,0,11,2,3,2,2,0,0
28,0,Travel_Frequently,1122,Research & Development,12,3,Life Sciences,2,Male,88,1,2,Manufacturing Director,4,Divorced,9017,17886,0,No,23,4,3,1,7,2,4,7,4,5,7
50,0,Travel_Rarely,353,Research & Development,4,3,Life Sciences,1,Male,37,3,2,Manufacturing Director,4,Single,9163,12346,3,Yes,21,4,4,0,8,2,2,3,3,0,2
53,0,Travel_Rarely,361,Research & Development,5,3,Technical Degree,4,Female,57,3,4,Manager,3,Married,16186,7917,4,No,21,4,3,2,20,6,3,2,2,2,2
58,0,Travel_Rarely,1255,Research & Development,3,2,Medical,4,Male,73,3,3,Manufacturing Director,3,Married,12928,21297,4,No,22,4,1,0,15,3,2,6,0,3,3
21,1,Travel_Rarely,877,Sales,16,4,Other,3,Female,87,1,3,Sales Executive,3,Divorced,12060,14206,7,No,25,4,3,0,6,4,4,5,4,4,0
28,0,Travel_Rarely,664,Research & Development,25,4,Other,1,Male,63,3,2,Research Scientist,3,Married,8786,15598,7,No,22,4,4,0,10,2,3,3,0,3,1
26,0,Travel_Rarely,875,Research & Development,22,2,Life Sciences,4,Female,62,3,2,Healthcare Representative,1,Married,8281,14166,0,No,12,3,3,1,4,2,3,3,2,1,0
55,1,Travel_Frequently,389,Sales,27,5,Marketing,4,Female,36,3,1,Sales Representative,1,Married,5796,12060,3,No,20,4,4,0,5,4,2,2,1,1,1
32,0,Travel_Rarely,1125,Research & Development,6,3,Life Sciences,3,Female,93,3,2,Research Scientist,3,Married,8682,13012,1,No,21,4,4,1,9,5,3,7,4,6,7
36,0,Travel_Frequently,927,Research & Development,23,1,Medical,2,Female,88,3,1,Research Scientist,4,Married,5578,11251,4,No,11,3,1,0,5,3,3,1,1,0,1
56,0,Travel_Frequently,642,Sales,18,4,Other,4,Female,41,3,3,Sales Executive,3,Married,12521,15950,7,Yes,19,3,3,1,14,2,3,8,8,6,7
26,0,Travel_Rarely,248,Research & Development,8,2,Life Sciences,3,Male,46,2,1,Laboratory Technician,3,Married,5231,3035,5,Yes,22,4,1,2,2,3,3,2,1,1,2
33,0,Travel_Rarely,267,Sales,9,1,Marketing,2,Female,57,3,4,Manager,3,Single,15993,9661,8,No,14,3,4,1,15,2,3,13,12,6,11
59,0,Travel_Rarely,560,Sales,5,3,Life Sciences,3,Male,74,4,4,Manager,4,Married,15796,10072,8,No,15,3,1,1,17,1,3,7,6,7,3
47,1,Non-Travel,1131,Research & Development,27,2,Life Sciences,3,Male,50,3,1,Research Scientist,4,Single,5131,13361,1,Yes,18,3,1,3,2,2,2,1,1,1,1
48,1,Travel_Rarely,736,Research & Development,1,3,Technical Degree,2,Male,33,3,2,Healthcare Representative,2,Married,8416,11081,3,No,13,3,1,1,9,0,2,2,2,0,1
54,0,Travel_Rarely,171,Research & Development,24,4,Other,1,Female,91,1,4,Research Director,4,Married,15495,23074,2,No,21,4,3,0,16,2,3,14,6,2,4
42,0,Travel_Rarely,1093,Research & Development,4,3,Other,4,Male,33,3,1,Laboratory Technician,3,Married,5462,19505,4,No,21,4,1,1,4,3,3,1,1,0,1
48,0,Travel_Rarely,210,Research & Development,26,2,Other,1,Female,44,1,4,Research Director,4,Married,15549,6596,7,Yes,22,4,1,1,15,2,1,7,5,2,6
24,0,Travel_Rarely,997,Research & Development,11,2,Life Sciences,1,Female,35,3,2,Research Scientist,4,Married,9080,7429,7,Yes,18,3,4,0,6,2,3,4,3,2,2
31,1,Travel_Frequently,221,Research & Development,3,2,Life Sciences,2,Male,62,2,2,Healthcare Representative,3,Married,8632,6698,4,Yes,18,3,3,0,4,2,3,3,2,2,2
43,0,Travel_Frequently,860,Research & Development,17,4,Medical,3,Female,35,3,2,Manufacturing Director,4,Single,9091,24791,6,No,11,3,3,1,6,2,3,3,1,0,3
33,0,Travel_Rarely,858,Research & Development,21,4,Medical,3,Female,33,1,5,Manager,4,Single,18166,25024,2,No,16,3,4,1,10,6,2,6,1,5,5
49,0,Travel_Rarely,1415,Research & Development,19,3,Technical Degree,3,Female,36,3,3,Healthcare Representative,2,Single,12472,20454,1,No,12,3,1,1,10,2,3,6,3,2,3
40,0,Travel_Rarely,800,Research & Development,14,3,Medical,4,Male,42,3,2,Manufacturing Director,1,Married,8668,9726,4,Yes,22,4,2,0,8,3,3,7,0,3,0
53,1,Travel_Frequently,565,Sales,16,1,Other,3,Female,52,3,2,Sales Executive,3,Married,8501,23375,4,Yes,25,4,2,0,8,2,3,2,1,0,0
21,1,Travel_Frequently,285,Research & Development,26,3,Technical Degree,2,Female,41,3,1,Laboratory Technician,1,Single,5500,5864,6,Yes,16,3,3,1,2,1,2,2,1,0,2
22,1,Travel_Rarely,310,Sales,1,3,Medical,3,Female,52,2,2,Sales Executive,4,Single,8576,5646,1,Yes,16,3,3,0,4,2,1,3,0,3,3
56,0,Travel_Rarely,400,Research & Development,21,2,Life Sciences,3,Male,65,2,3,Healthcare Representative,4,Married,11829,5727,6,Yes,25,4,4,3,8,0,3,8,6,6,7
38,0,Non-Travel,1390,Research & Development,17,3,Medical,3,Male,77,3,4,Research Director,3,Single,16208,26462,7,Yes,17,3,1,0,20,1,3,5,4,2,1
25,0,Non-Travel,1167,Research & Development,3,2,Other,3,Male,68,4,1,Laboratory Technician,2,Married,4813,19803,3,No,18,3,4,1,3,3,2,3,2,0,2
47,0,Travel_Frequently,1006,Research & Development,18,3,Technical Degree,4,Male,97,4,2,Research Scientist,4,Married,8995,15763,1,No,14,3,3,1,6,3,2,3,3,3,0
30,0,Travel_Rarely,531,Sales,29,2,Marketing,4,Male,96,2,5,Manager,4,Divorced,18174,26559,3,No,14,3,4,3,10,2,2,6,1,1,2
23,0,Travel_Rarely,491,Research & Development,17,4,Medical,3,Male,34,3,2,Healthcare Representative,4,Divorced,8548,11131,2,No,14,3,4,1,5,2,2,4,4,1,2
22,0,Travel_Frequently,150,Research & Development,4,3,Technical Degree,4,Male,84,3,5,Research Director,4,Divorced,18415,3360,7,Yes,16,3,2,1,10,2,2,4,2,4,3
31,0,Travel_Rarely,1042,Research & Development,25,4,Medical,4,Female,35,2,2,Healthcare Representative,4,Divorced,9050,18417,8,Yes,11,3,2,2,9,2,3,3,2,0,3
42,1,Travel_Rarely,409,Human Resources,10,2,Life Sciences,1,Male,95,3,1,Human Resources,1,Single,5228,13093,3,Yes,24,4,4,0,3,3,3,2,2,1,1
41,0,Travel_Rarely,648,Research & Development,27,3,Life Sciences,4,Male,45,4,2,Research Scientist,2,Married,9051,11408,1,No,22,4,1,3,8,3,4,8,2,1,7
21,0,Non-Travel,1383,Sales,4,4,Medical,3,Male,41,3,1,Sales Representative,3,Married,5302,4819,6,Yes,14,3,2,0,3,2,3,3,3,1,1
54,0,Travel_Frequently,1414,Research & Development,18,3,Technical Degree,3,Female,68,3,2,Research Scientist,4,Single,8770,19431,3,Yes,18,3,4,1,10,2,3,5,2,5,5
45,0,Travel_Rarely,855,Human Resources,23,4,Human Resources,4,Female,30,3,5,Manager,1,Single,18196,23621,6,Yes,12,3,2,1,15,3,3,8,3,4,4
37,0,Non-Travel,1008,Sales,21,5,Life Sciences,4,Male,95,1,5,Manager,4,Divorced,18401,18952,4,Yes,21,4,2,0,19,2,3,8,5,2,0
41,0,Travel_Rarely,456,Research & Development,22,2,Technical Degree,4,Male,46,3,1,Research Scientist,3,Married,5980,25423,7,No,25,4,3,0,5,3,3,2,2,0,1
53,0,Non-Travel,783,Research & Development,6,4,Medical,3,Female,93,3,1,Laboratory Technician,4,Divorced,5261,15937,6,No,17,3,2,0,4,3,3,3,0,3,1
27,1,Travel_Rarely,1063,Sales,22,4,Life Sciences,1,Female,76,3,1,Sales Representative,2,Married,5484,12443,3,Yes,19,3,4,2,3,2,3,3,1,1,3
26,1,Travel_Rarely,731,Sales,25,4,Marketing,2,Male,31,3,2,Sales Executive,2,Married,8194,9452,5,Yes,24,4,3,1,6,2,3,4,4,4,1
42,1,Travel_Frequently,1006,Research & Development,21,4,Medical,1,Male,95,2,4,Research Director,4,Single,15998,20259,3,Yes,18,3,3,1,19,2,2,9,4,3,4
43,0,Travel_Frequently,633,Research & Development,12,3,Technical Degree,4,Male,92,3,4,Manager,2,Married,15771,24942,2,No,11,3,3,0,20,6,3,15,6,11,11
35,0,Travel_Rarely,602,Research & Development,14,3,Other,3,Male,60,4,4,Manager,4,Single,14845,21399,0,No,25,4,3,3,12,3,3,3,2,3,2
20,0,Non-Travel,1159,Research & Development,13,4,Technical Degree,4,Female,84,3,3,Manufacturing Director,4,Divorced,11509,20693,6,No,13,3,3,2,6,2,2,2,0,2,2
37,0,Travel_Rarely,1335,Research & Development,12,3,Technical Degree,2,Female,43,3,4,Research Director,3,Single,15203,8619,2,Yes,25,4,2,0,8,2,4,3,0,2,3
24,0,Travel_Rarely,1098,Research & Development,20,4,Medical,3,Male,47,3,5,Research Director,3,Divorced,18002,10589,7,Yes,25,4,2,3,10,6,3,6,2,2,5
31,1,Non-Travel,1419,Sales,25,1,Other,3,Male,45,2,1,Sales Representative,2,Single,5786,5129,3,Yes,21,4,3,1,5,3,3,4,4,1,2
20,0,Travel_Frequently,683,Research & Development,15,2,Other,4,Male,78,4,5,Manager,4,Divorced,18479,19903,4,No,20,4,3,0,10,3,2,9,7,1,1
52,0,Travel_Rarely,1295,Sales,11,3,Other,2,Male,31,2,2,Sales Executive,4,Divorced,9085,16839,4,No,23,4,1,2,7,3,3,6,3,3,3
26,0,Travel_Rarely,355,Research & Development,2,3,Life Sciences,3,Female,86,3,4,Research Director,3,Single,14615,19522,8,No,21,4,1,0,8,3,2,1,1,0,1
33,1,Travel_Rarely,1035,Research & Development,14,2,Technical Degree,3,Female,84,3,4,Manager,2,Divorced,15000,11423,4,Yes,20,4,3,1,15,4,3,8,1,4,7
34,1,Travel_Rarely,1376,Sales,7,2,Marketing,4,Male,88,3,1,Sales Representative,4,Single,5839,19119,6,No,14,3,4,1,4,3,3,4,1,2,2
32,0,Travel_Rarely,694,Research & Development,9,3,Life Sciences,4,Female,49,2,3,Healthcare Representative,3,Married,12829,16705,8,No,20,4,3,1,14,3,3,9,0,0,4
46,0,Travel_Rarely,676,Sales,26,3,Life Sciences,2,Male,38,3,5,Manager,1,Divorced,18044,2995,2,No,15,3,1,1,14,2,3,6,1,5,1
47,0,Non-Travel,1058,Sales,23,4,Other,2,Female,58,3,3,Sales Executive,1,Married,12566,7781,3,No,19,3,3,0,14,2,3,12,11,8,9
50,0,Travel_Rarely,956,Research & Development,20,4,Other,3,Female,94,1,5,Manager,1,Married,18450,23823,5,No,15,3,4,2,18,2,3,16,5,7,2
33,0,Travel_Rarely,299,Research & Development,10,2,Technical Degree,2,Female,81,3,2,Laboratory Technician,3,Single,8839,20789,0,Yes,14,3,3,0,6,6,4,5,3,4,5
23,0,Travel_Rarely,1462,Research & Development,5,4,Life Sciences,4,Male,52,4,5,Manager,4,Single,18146,3123,7,No,20,4,3,1,10,3,3,6,6,4,1
49,0,Travel_Rarely,1323,Human Resources,11,2,Human Resources,4,Male,44,3,2,Human Resources,2,Divorced,8487,26626,4,Yes,19,3,4,1,9,5,1,9,6,1,5
48,1,Travel_Rarely,452,Research & Development,5,3,Life Sciences,1,Female,41,3,1,Research Scientist,4,Single,5695,17289,1,No,13,3,4,0,5,2,3,2,1,2,2
33,0,Non-Travel,522,Research & Development,28,4,Other,4,Male,34,1,1,Laboratory Technician,1,Married,5640,22152,6,Yes,25,4,4,2,4,2,3,3,3,2,1
57,0,Travel_Rarely,999,Sales,27,4,Life Sciences,4,Female,89,2,3,Sales Executive,3,Married,11921,20807,3,No,15,3,3,0,11,3,2,1,1,1,1
47,1,Travel_Rarely,428,Research & Development,21,2,Medical,4,Male,79,2,1,Research Scientist,1,Married,5245,10779,4,No,25,4,3,0,2,5,2,1,1,0,1
55,0,Travel_Frequently,1393,Sales,20,1,Medical,4,Male,97,4,3,Sales Executive,2,Married,11745,17438,3,No,25,4,3,1,7,5,3,4,1,3,3
46,0,Travel_Rarely,145,Sales,5,4,Other,2,Male,41,4,3,Sales Executive,2,Married,11598,15951,8,No,24,4,2,2,6,1,3,4,1,4,3
26,0,Travel_Rarely,333,Research & Development,14,4,Technical Degree,1,Female,61,2,5,Manager,2,Single,18450,8256,2,No,23,4,4,3,10,2,3,7,3,2,2
56,1,Travel_Rarely,1158,Sales,1,1,Other,1,Female,98,2,1,Sales Representative,3,Single,4854,6661,0,No,13,3,3,0,3,3,3,1,1,1,1
21,0,Travel_Frequently,401,Human Resources,12,1,Other,3,Male,71,2,4,Manager,3,Single,14645,17494,0,No,17,3,1,2,8,3,3,4,4,3,3
43,0,Travel_Rarely,776,Sales,8,4,Other,2,Female,78,2,5,Manager,4,Married,19245,12025,3,Yes,24,4,4,1,22,3,2,14,5,13,5
47,0,Travel_Rarely,1251,Research & Development,7,4,Technical Degree,3,Male,46,3,5,Research Director,1,Married,18841,11787,1,No,16,3,1,0,17,3,3,7,7,4,4
59,0,Non-Travel,441,Sales,25,4,Life Sciences,2,Female,61,3,3,Sales Executive,2,Single,12016,26007,1,No,19,3,3,1,10,3,2,7,2,3,0
59,1,Travel_Frequently,1276,Research & Development,22,3,Medical,2,Male,81,3,5,Manager,3,Divorced,18831,24063,3,Yes,23,4,3,0,15,2,3,4,2,4,0
24,0,Travel_Rarely,561,Research & Development,17,1,Other,3,Female,40,4,4,Research Director,4,Married,15104,25394,1,Yes,11,3,2,0,8,0,4,5,0,3,4
22,1,Travel_Frequently,1095,Research & Development,19,1,Other,1,Male,56,3,2,Laboratory Technician,3,Married,8336,9828,8,No,22,4,1,1,4,2,3,4,3,1,4
50,1,Travel_Rarely,989,Sales,27,2,Medical,4,Male,80,4,1,Sales Representative,1,Married,5645,7817,3,No,22,4,3,0,5,0,3,5,2,1,3
52,1,Travel_Frequently,1394,Research & Development,23,3,Life Sciences,1,Male,52,1,2,Manufacturing Director,3,Married,8880,22724,6,Yes,23,4,4,0,4,2,3,4,0,0,1
28,1,Travel_Rarely,623,Sales,28,4,Marketing,1,Female,74,3,1,Sales Representative,3,Married,5422,17137,1,Yes,23,4,2,2,4,5,2,2,2,0,2
40,0,Travel_Frequently,315,Research & Development,7,1,Life Sciences,3,Female,97,2,4,Manager,1,Single,14897,4878,7,No,12,3,3,0,10,2,3,7,0,6,0
22,0,Travel_Rarely,814,Human Resources,21,2,Medical,4,Male,31,3,4,Manager,1,Married,14840,23581,1,No,14,3,1,1,8,2,3,8,6,6,1
58,1,Travel_Rarely,863,Sales,17,2,Medical,1,Female,75,3,2,Sales Executive,1,Divorced,8887,21931,8,Yes,23,4,1,1,10,3,3,9,2,8,1
54,0,Travel_Rarely,945,Research & Development,2,2,Other,3,Female,58,3,2,Manufacturing Director,3,Married,8264,20340,2,No,15,3,1,1,6,5,3,3,2,0,1
31,0,Travel_Rarely,1000,Sales,13,4,Marketing,2,Male,65,2,4,Manager,3,Married,15421,14256,3,No,24,4,3,0,13,4,3,1,1,1,0
21,0,Travel_Rarely,765,Sales,4,3,Other,4,Female,58,3,2,Sales Executive,3,Married,7915,11477,7,No,15,3,3,0,4,3,3,3,0,0,2
37,0,Travel_Rarely,1482,Research & Development,14,5,Life Sciences,4,Male,32,3,2,Manufacturing Director,1,Married,8801,14567,4,No,15,3,3,0,7,3,4,7,7,6,7
49,1,Travel_Rarely,258,Research & Development,9,2,Medical,3,Male,95,4,2,Research Scientist,2,Married,9293,21170,4,Yes,23,4,4,1,9,3,3,4,1,3,2
56,0,Travel_Rarely,262,Research & Development,13,3,Life Sciences,3,Female,88,4,5,Research Director,4,Divorced,18169,22503,6,No,11,3,2,2,14,3,4,5,0,2,1
23,1,Travel_Rarely,1354,Sales,29,3,Marketing,3,Male,72,2,2,Sales Executive,4,Single,8122,7099,2,Yes,14,3,2,2,5,2,2,4,4,2,1
35,0,Travel_Frequently,100,Research & Development,24,1,Life Sciences,4,Female,68,3,5,Manager,4,Divorced,18281,16652,2,Yes,17,3,4,1,17,5,2,14,10,2,0
48,0,Travel_Rarely,978,Research & Development,29,4,Life Sciences,4,Male,78,4,3,Healthcare Representative,2,Married,12020,23866,0,No,16,3,2,0,15,5,4,10,7,0,3
40,1,Travel_Rarely,222,Research & Development,13,2,Other,3,Female,67,4,2,Manufacturing Director,1,Married,9199,25212,7,No,25,4,3,0,8,2,2,5,0,0,1
50,0,Travel_Rarely,307,Research & Development,21,1,Medical,4,Male,87,2,1,Research Scientist,4,Single,4891,12042,6,Yes,18,3,1,1,3,2,3,3,1,2,0
21,0,Travel_Rarely,839,Research & Development,9,2,Other,4,Female,56,3,2,Manufacturing Director,4,Married,8586,2622,5,No,11,3,4,0,4,3,3,1,1,1,0
51,1,Travel_Rarely,1139,Sales,13,4,Medical,1,Male,59,3,1,Sales Representative,4,Married,5500,16072,7,Yes,12,3,2,3,4,3,3,3,0,3,3
57,1,Travel_Frequently,253,Sales,24,3,Marketing,3,Female,33,3,1,Sales Representative,4,Single,5056,7659,6,No,12,3,4,0,2,4,4,2,2,1,2
42,0,Travel_Rarely,1138,Research & Development,3,3,Technical Degree,1,Male,64,1,5,Research Director,3,Married,18756,4332,8,Yes,16,3,1,1,13,3,2,12,4,0,8
28,0,Travel_Frequently,1345,Research & Development,17,3,Medical,2,Female,45,4,3,Manufacturing Director,4,Single,11718,2615,0,No,12,3,1,0,7,2,4,6,1,3,3
23,1,Travel_Frequently,443,Sales,28,2,Marketing,4,Female,69,3,3,Sales Executive,4,Single,11368,9917,3,No,24,4,2,1,6,3,3,1,1,0,0
28,1,Travel_Rarely,1383,Research & Development,9,4,Technical Degree,2,Female,54,3,2,Research Scientist,1,Single,8294,7311,7,Yes,23,4,4,3,4,2,3,2,0,1,1
27,0,Travel_Rarely,747,Sales,8,2,Medical,3,Male,33,3,1,Sales Representative,3,Single,4704,13944,4,No,22,4,3,1,2,0,2,2,0,0,2
32,1,Travel_Rarely,1036,Research & Development,6,2,Medical,1,Male,83,1,1,Research Scientist,2,Single,5851,16120,1,No,13,3,2,0,5,2,3,1,1,1,1
20,0,Travel_Rarely,1392,Research & Development,17,3,Technical Degree,2,Male,90,3,4,Manager,4,Single,14448,14940,4,No,15,3,4,1,8,3,3,4,0,0,2
52,0,Travel_Rarely,1014,Research & Development,1,3,Medical,4,Female,66,2,4,Research Director,4,Divorced,15492,16654,5,No,23,4,1,1,10,3,3,4,4,1,1
44,1,Travel_Rarely,388,Research & Development,20,3,Medical,3,Male,81,3,1,Laboratory Technician,3,Single,5338,2099,6,Yes,14,3,3,1,5,2,3,4,1,0,4
21,0,Travel_Rarely,683,Research & Development,19,3,Technical Degree,3,Female,77,3,5,Manager,3,Single,17631,24407,4,No,11,3,2,0,10,5,3,4,3,4,3
46,0,Travel_Rarely,408,Sales,29,2,Life Sciences,4,Male,46,2,1,Sales Representative,3,Married,5649,6720,2,No,24,4,2,1,4,6,3,2,0,1,0
57,0,Non-Travel,960,Sales,9,4,Other,4,Male,70,2,5,Manager,4,Married,18416,9011,1,No,15,3,1,3,13,3,4,5,4,1,3
30,0,Travel_Rarely,1298,Sales,5,2,Other,3,Male,52,3,1,Sales Representative,1,Married,4763,4079,6,No,11,3,3,1,2,3,2,2,2,0,1
53,0,Travel_Frequently,725,Sales,11,3,Medical,4,Male,35,2,4,Manager,2,Married,15517,3813,3,Yes,18,3,3,0,13,3,3,13,1,3,0
32,0,Travel_Rarely,315,Research & Development,14,4,Other,4,Male,88,1,2,Research Scientist,3,Single,8732,23622,0,No,23,4,2,2,6,6,3,6,3,5,3
32,0,Travel_Rarely,127,Research & Development,14,3,Medical,3,Male,32,3,4,Manager,2,Single,15047,26479,2,No,16,3,4,0,14,2,4,7,0,2,6
34,0,Travel_Rarely,1298,Research & Development,19,3,Technical Degree,3,Male,36,4,4,Manager,3,Married,15224,10184,0,No,20,4,3,3,11,3,2,9,4,9,1
54,1,Travel_Frequently,623,Research & Development,26,4,Technical Degree,3,Male,69,3,2,Research Scientist,4,Divorced,8343,5819,1,Yes,18,3,4,0,8,3,2,8,1,2,6
47,1,Travel_Rarely,428,Sales,10,4,Life Sciences,3,Male,41,3,5,Manager,3,Single,17850,9661,6,No,24,4,2,2,11,2,2,2,2,0,2
31,0,Travel_Frequently,327,Research & Development,19,3,Medical,2,Female,39,2,4,Research Director,3,Married,15281,16008,0,Yes,23,4,3,2,12,4,4,7,6,1,7
23,0,Non-Travel,713,Research & Development,11,4,Other,3,Male,78,3,4,Research Director,4,Married,14599,11089,1,No,18,3,3,0,8,0,4,3,3,1,0
24,1,Travel_Rarely,373,Research & Development,21,4,Technical Degree,1,Male,56,3,4,Manager,2,Single,15067,20058,2,No,17,3,2,1,8,6,2,3,2,1,3
21,0,Travel_Rarely,112,Research & Development,1,3,Medical,2,Male,71,2,5,Manager,1,Married,17526,11124,5,No,23,4,2,0,10,2,1,7,0,3,4
27,0,Travel_Rarely,1005,Sales,21,4,Marketing,2,Male,71,3,5,Manager,4,Married,17578,26824,7,No,19,3,2,0,10,2,3,8,6,1,8
36,1,Travel_Frequently,794,Research & Development,29,3,Technical Degree,2,Male,55,3,1,Research Scientist,3,Single,4979,10484,0,No,23,4,3,0,4,2,2,3,1,3,0
47,0,Travel_Rarely,1249,Research & Development,15,3,Technical Degree,2,Male,81,2,5,Manager,4,Divorced,17557,3011,6,Yes,25,4,1,1,10,3,3,9,3,0,1
36,1,Travel_Rarely,1230,Sales,12,1,Marketing,2,Female,74,3,2,Sales Executive,3,Married,9159,25147,0,Yes,24,4,4,0,9,3,4,1,0,0,0
20,0,Travel_Rarely,1114,Human Resources,26,4,Other,3,Male,85,3,4,Manager,3,Married,14366,9791,2,No,18,3,4,0,8,2,3,3,1,0,0
25,0,Travel_Rarely,324,Research & Development,15,3,Technical Degree,3,Male,73,2,5,Manager,3,Divorced,18330,21778,1,No,20,4,4,1,10,3,2,6,4,6,2
56,0,Travel_Frequently,1318,Research & Development,13,4,Technical Degree,3,Male,51,2,2,Healthcare Representative,2,Divorced,8487,4745,8,Yes,15,3,3,1,8,2,3,6,4,5,1
40,0,Travel_Rarely,1457,Sales,9,4,Life Sciences,4,Male,40,3,4,Manager,3,Married,15858,8295,4,No,23,4,3,1,14,1,3,13,5,0,8
32,0,Travel_Frequently,237,Research & Development,5,2,Technical Degree,3,Female,99,2,2,Manufacturing Director,4,Single,9193,23290,0,No,16,3,1,2,9,2,1,3,1,2,2
22,0,Non-Travel,1451,Research & Development,7,4,Life Sciences,3,Female,59,4,5,Manager,3,Married,18084,20652,2,No,19,3,3,2,10,3,3,4,2,4,2
41,0,Travel_Rarely,490,Sales,8,3,Life Sciences,2,Male,38,4,1,Sales Representative,3,Married,5217,8500,3,No,23,4,3,0,2,6,3,1,0,0,0
39,0,Travel_Rarely,994,Research & Development,11,4,Medical,3,Female,82,4,2,Healthcare Representative,3,Married,9246,11363,2,No,21,4,4,0,9,4,3,5,1,4,4
44,1,Non-Travel,206,Research & Development,21,4,Medical,1,Female,43,3,2,Laboratory Technician,3,Married,8588,14089,6,No,22,4,4,0,6,2,3,4,4,3,1
35,0,Travel_Rarely,724,Research & Development,24,2,Life Sciences,2,Female,51,2,3,Manufacturing Director,3,Divorced,11840,13155,6,No,11,3,2,0,12,3,2,2,2,0,1
33,0,Travel_Rarely,1443,Sales,9,5,Medical,3,Female,48,3,1,Sales Representative,3,Married,5055,4262,8,No,25,4,4,0,4,2,4,1,0,0,0
57,0,Travel_Rarely,1154,Human Resources,6,4,Life Sciences,1,Male,66,2,2,Human Resources,4,Married,9054,12043,7,No,23,4,4,1,7,5,3,3,0,3,2
34,0,Travel_Rarely,702,Research & Development,14,3,Other,3,Female,47,2,2,Manufacturing Director,1,Single,8515,26505,7,No,20,4,3,1,8,3,3,7,2,6,7
24,1,Travel_Rarely,807,Research & Development,26,3,Life Sciences,2,Male,48,3,2,Healthcare Representative,4,Single,8831,11559,7,No,23,4,4,1,6,0,1,1,1,0,1
51,0,Travel_Rarely,274,Research & Development,11,2,Other,3,Female,34,3,3,Manufacturing Director,4,Married,11750,20141,4,Yes,25,4,1,0,12,3,3,10,0,2,6
42,1,Travel_Rarely,446,Research & Development,2,2,Medical,2,Male,95,2,1,Laboratory Technician,2,Divorced,4880,3215,7,Yes,13,3,2,2,2,3,3,2,1,1,1
57,0,Travel_Rarely,869,Research & Development,25,2,Other,4,Male,92,2,2,Manufacturing Director,3,Married,8793,15348,0,No,24,4,4,1,9,1,3,2,0,1,0
49,0,Travel_Rarely,576,Research & Development,18,3,Technical Degree,1,Male,51,2,2,Research Scientist,2,Married,9482,25882,0,No,14,3,3,0,10,2,4,8,0,3,5
51,1,Travel_Rarely,1012,Sales,23,4,Marketing,4,Male,67,1,1,Sales Representative,3,Single,5285,17678,7,No,15,3,3,0,4,2,3,1,0,1,0
